,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_grouped,Publisher_grouped
9891,9893.0,Marvel Trading Card Game,DS,2007-01-01,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,nintendo_handheld,Namco Bandai Games
9892,9894.0,One Piece: Super Grand Battle! X,3DS,2014-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,nintendo_handheld,THQ
9893,9895.0,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011-01-01,Action,THQ,0.07,0.03,0.0,0.01,0.12,xbox,Ubisoft
9894,9896.0,Self-Defense Training Camp,X360,2011-01-01,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,nintendo_handheld,Ubisoft
9895,9897.0,Battles of Prince of Persia,DS,2005-01-01,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,nintendo_handheld,other
9896,9898.0,Deca Sports Extreme,3DS,2011-01-01,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,nintendo_console,other
9897,9899.0,Cruis'n,Wii,2007-01-01,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,playstation,Sega
9898,9900.0,Hatsune Miku: Project Diva X,PSV,2016-01-01,Misc,Sega,0.01,0.0,0.1,0.0,0.12,sega,Sega
9899,9901.0,Battle Arena Toshinden Remix,SAT,1994-01-01,Fighting,Sega,0.0,0.0,0.12,0.0,0.12,playstation,Ubisoft
9900,9902.0,Assassin's Creed Chronicles,PSV,2016-01-01,Action,Ubisoft,0.02,0.06,0.01,0.02,0.12,nintendo_console,other
9901,9903.0,Legends of Wrestling II,GC,2002-01-01,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,,other
9902,9904.0,Tropico 5,PC,2014-01-01,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12,playstation,Namco Bandai Games
9903,9905.0,A.C.E.: Another Century's Episode Portable,PSP,2011-01-01,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,playstation,other
9904,9906.0,Dragon Quest Builders: Revive Alefgard,PS3,2016-01-01,Role-Playing,Square Enix,0.0,0.0,0.12,0.0,0.12,nintendo_handheld,other
9905,9907.0,Rodea the Sky Soldier,WiiU,2015-01-01,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,nintendo_handheld,other
9906,9908.0,Peggle: Dual Shot,DS,2009-01-01,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,nintendo_console,Konami Digital Entertainment
9907,9909.0,Jikkyou Powerful Pro Yakyuu 9,GC,2002-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12,nintendo_console,other
9908,9910.0,Sniper Elite,Wii,2010-01-01,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01,0.12,nintendo_handheld,other
9909,9911.0,Etrian Odyssey V,3DS,2016-01-01,Role-Playing,Atlus,0.0,0.0,0.12,0.0,0.12,playstation,Konami Digital Entertainment
9910,9912.0,Jikkyou Powerful Pro Yakyuu 2014,PSV,2014-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,playstation,Activision
9911,9913.0,Barbie as The Island Princess,PS2,2007-01-01,Adventure,Activision,0.06,0.04,0.0,0.02,0.12,playstation,other
9912,9914.0,Crime Killer,PS,1998-01-01,Racing,Interplay,0.07,0.04,0.0,0.01,0.12,nintendo_console,other
9913,9915.0,NPPL: Championship Paintball 2009,Wii,2008-01-01,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,xbox,other
9914,9916.0,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004-01-01,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,nintendo_handheld,other
9915,9917.0,Dementium II,DS,2010-01-01,Shooter,SouthPeak Games,0.09,0.02,0.0,0.01,0.12,playstation,other
9916,9918.0,Don Bradman Cricket 14,PS4,2015-01-01,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,nintendo_handheld,other
9917,9919.0,USA Today Crossword Challenge,DS,2008-01-01,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12,playstation,other
9918,9920.0,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015-01-01,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.12,nintendo_console,other
9919,9921.0,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994-01-01,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12,playstation,Namco Bandai Games
9920,9922.0,SD Gundam G Generation-F.I.F,PS,2001-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12,nintendo_handheld,other
9921,9923.0,Jaws: Ultimate Predator,3DS,2011-01-01,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,playstation,Sega
9922,9924.0,Yakuza Kiwami,PS3,2016-01-01,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,xbox,other
9923,9925.0,Raiden IV,X360,2008-01-01,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,playstation,other
9924,9926.0,Deception IV: Blood Ties,PS3,2014-01-01,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12,nintendo_handheld,Activision
9925,9927.0,The Walking Dead: Survival Instinct,WiiU,2013-01-01,Shooter,Activision,0.08,0.03,0.0,0.01,0.12,playstation,other
9926,9928.0,Rock Band: Metal Track Pack,PS3,2009-01-01,Misc,MTV Games,0.11,0.0,0.0,0.01,0.12,nintendo_handheld,Electronic Arts
9927,9929.0,Charm Girls Club: My Perfect Prom,DS,2009-01-01,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12,playstation,Activision
9928,9930.0,DreamWorks Super Star Kartz,PS3,2011-01-01,Racing,Activision,0.06,0.03,0.0,0.02,0.12,nintendo_console,other
9929,9931.0,Harukanaru Augusta 2: Masters,SNES,1993-01-01,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12,xbox,Konami Digital Entertainment
9930,9932.0,Castlevania: Curse of Darkness,XB,2005-01-01,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,nintendo_handheld,Activision
9931,9933.0,Spider-Man: Edge of Time,3DS,2011-01-01,Action,Activision,0.08,0.03,0.0,0.01,0.12,playstation,Electronic Arts
9932,9934.0,Mobil 1 Rally Championship,PS,2000-01-01,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12,playstation,other
9933,9935.0,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002-01-01,Fighting,Spike,0.0,0.0,0.12,0.0,0.12,nintendo_handheld,other
9934,9936.0,Turok: Evolution,GBA,2002-01-01,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,nintendo_handheld,other
9935,9937.0,The Clique: Diss and Make Up,DS,2009-01-01,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,playstation,other
9936,9938.0,Love Live! School Idol Paradise,PSV,2014-01-01,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,playstation,THQ
9937,9939.0,Rugrats: Totally Angelica,PS,2001-01-01,Adventure,THQ,0.06,0.04,0.0,0.01,0.12,playstation,Sega
9938,9940.0,Nightshade,PS2,2003-01-01,Action,Sega,0.06,0.04,0.0,0.01,0.12,playstation,Electronic Arts
9939,9941.0,NFL Tour,PS3,2008-01-01,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12,xbox,Namco Bandai Games
9940,9942.0,Ridge Racer Unbounded,X360,2012-01-01,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.12,xbox,Ubisoft
9941,9943.0,CSI: Crime Scene Investigation,XB,2004-01-01,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,playstation,other
9942,9944.0,The Lord of the Rings: Aragorn's Quest,PSP,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12,nintendo_console,other
9943,9945.0,Yogi Bear: The Video Game,Wii,2010-01-01,Action,D3Publisher,0.06,0.05,0.0,0.01,0.12,playstation,other
9944,9946.0,Makai Shin Trillion,PSV,2014-01-01,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12,xbox,other
9945,9947.0,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003-01-01,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,,other
9946,9948.0,Lost Horizon,PC,2010-01-01,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12,sega,Sega
9947,9949.0,Hanagumi Taisen Columns,SAT,1997-01-01,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12,playstation,Namco Bandai Games
9948,9950.0,Tales of Destiny 2,PSP,2007-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,nintendo_console,Konami Digital Entertainment
9949,9951.0,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005-01-01,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,nintendo_handheld,Konami Digital Entertainment
9950,9952.0,Power Pro Kun Pocket 14,DS,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,nintendo_console,other
9951,9953.0,Get Up and Dance,Wii,2011-01-01,Misc,O-Games,0.06,0.04,0.0,0.01,0.12,nintendo_console,THQ
9952,9954.0,Merv Griffin's Crosswords,Wii,2008-01-01,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12,nintendo_handheld,Electronic Arts
9953,9955.0,Rango: The Video Game,DS,2011-01-01,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.12,playstation,Sega
9954,9956.0,Planet 51,PS3,2009-01-01,Action,Sega,0.07,0.03,0.0,0.02,0.12,nintendo_handheld,other
9955,9957.0,Ultimate Puzzle Games: Sudoku Edition,DS,2007-01-01,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12,playstation,other
9956,9958.0,Tokyo Twilight Ghost Hunters,PSV,2014-01-01,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12,xbox,Activision
9957,9959.0,Deadpool,XOne,2015-01-01,Action,Activision,0.08,0.03,0.0,0.01,0.12,nintendo_console,other
9958,9960.0,UN Squadron,SNES,1991-01-01,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12,playstation,other
9959,9961.0,Tecmo Super Bowl,PS,1996-01-01,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.12,playstation,Ubisoft
9960,9962.0,TMNT,PSP,2007-01-01,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12,nintendo_console,other
9961,9963.0,Dora the Explorer: Journey to the Purple Planet,GC,2005-01-01,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12,sega,other
9962,9964.0,Lunar 2: Eternal Blue,SAT,1998-01-01,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12,playstation,other
9963,9965.0,NHL Powerplay '96,PS,1996-01-01,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12,playstation,other
9964,9966.0,Thousand Arms,PS,1998-01-01,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12,nintendo_handheld,THQ
9965,9967.0,de Blob 2,DS,2011-01-01,Platform,THQ,0.09,0.02,0.0,0.01,0.12,xbox,other
9966,9968.0,Arctic Thunder,XB,2001-01-01,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,playstation,other
9967,9969.0,Hyperdimension Neptunia Re;Birth 3,PSV,2014-01-01,Action,Idea Factory International,0.07,0.01,0.0,0.03,0.12,nintendo_console,THQ
9968,9970.0,Barnyard,GC,2006-01-01,Action,THQ,0.09,0.02,0.0,0.0,0.12,playstation,Sony Computer Entertainment
9969,9971.0,Stolen Song,PS,1998-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,,Electronic Arts
9970,9972.0,Darkspore,PC,2011-01-01,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,xbox,Ubisoft
9971,9973.0,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013-01-01,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12,playstation,other
9972,9974.0,Armored Core: Verdict Day,PS3,2013-01-01,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,nintendo_handheld,other
9973,9975.0,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008-01-01,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12,playstation,other
9974,9976.0,Harvey Birdman: Attorney at Law,PS2,2008-01-01,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12,playstation,Activision
9975,9977.0,Wipeout 2,PS3,2011-01-01,Misc,Activision,0.11,0.0,0.0,0.01,0.12,nintendo_handheld,Ubisoft
9976,9978.0,Dawn of Discovery,DS,2009-01-01,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12,nintendo_handheld,Konami Digital Entertainment
9977,9979.0,DEATH NOTE: Kira Game,DS,2007-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,playstation,Sony Computer Entertainment
9978,9980.0,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995-01-01,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,playstation,other
9979,9981.0,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007-01-01,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12,nintendo_handheld,Nintendo
9980,9982.0,ASH: Archaic Sealed Heat,DS,2007-01-01,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,nintendo_handheld,other
9981,9983.0,Happy Feet Two,DS,,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12,nintendo_handheld,other
9982,9984.0,Brunswick Pro Bowling,3DS,2011-01-01,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,xbox,other
9983,9985.0,Fantastic Four: Rise of the Silver Surfer,X360,2007-01-01,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12,nintendo_handheld,Namco Bandai Games
9984,9986.0,Dorabase 2: Nettou Ultra Stadium,DS,2009-01-01,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,sega,other
9985,9987.0,Center Ring Boxing,SAT,1994-01-01,Fighting,JVC,0.0,0.0,0.12,0.0,0.12,xbox,Sega
9986,9988.0,NHL 2K3,XB,2002-01-01,Sports,Sega,0.09,0.02,0.0,0.0,0.12,nintendo_handheld,Ubisoft
9987,9989.0,Puzzler World 2,DS,2010-01-01,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12,nintendo_console,other
9988,9990.0,Die Hard: Vendetta,GC,2002-01-01,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,playstation,Namco Bandai Games
9989,9991.0,Sword Art Online: Hollow Fragment,PS4,2015-01-01,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12,playstation,Electronic Arts
9990,9992.0,F1 2002,PS2,2002-01-01,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,nintendo_console,Electronic Arts
9991,9993.0,Hasbro Family Game Night Fun Pack,Wii,2011-01-01,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.12,playstation,Electronic Arts
9992,9994.0,FIFA Soccer,PSP,2005-01-01,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,playstation,other
9993,9995.0,Dead Island Definitive Collection,PS4,2016-01-01,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12,xbox,THQ
9994,9996.0,Sphinx and the Cursed Mummy,XB,2003-01-01,Action,THQ,0.09,0.02,0.0,0.0,0.12,nintendo_handheld,other
9995,9997.0,Army Men: Soldiers of Misfortune,DS,2008-01-01,Shooter,Zoo Games,0.11,0.0,0.0,0.01,0.12,nintendo_handheld,THQ
9996,9998.0,GT Advance 2: Rally Racing,GBA,2001-01-01,Racing,THQ,0.08,0.03,0.0,0.0,0.11,nintendo_handheld,other
9997,9999.0,Mystery P.I. - Portrait of a Thief,DS,2008-01-01,Adventure,Unknown,0.11,0.0,0.0,0.01,0.11,playstation,Sega
9998,10000.0,Yakuza,PS3,2012-01-01,Action,Sega,0.0,0.0,0.11,0.0,0.11,playstation,other
9999,10001.0,DOA 2: Dead or Alive 2 Hardcore,PS2,2000-01-01,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,other
10000,10002.0,A Witch's Tale,DS,2009-01-01,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,nintendo_console,Ubisoft
10001,10003.0,Hollywood Squares,Wii,2010-01-01,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,xbox,Activision
10002,10004.0,Cabela's Deer Hunt 2005 Season,XB,2004-01-01,Sports,Activision,0.09,0.02,0.0,0.0,0.11,xbox,other
10003,10005.0,SplashDown,XB,2002-01-01,Racing,Atari,0.09,0.02,0.0,0.0,0.11,sega,other
10004,10006.0,Nobunaga no Yabou: Tenshoki,SAT,1995-01-01,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,other
10005,10007.0,Stronghold,PC,2001-01-01,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,xbox,other
10006,10008.0,Warhammer: Battle March,X360,2008-01-01,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,playstation,other
10007,10009.0,F1 Racing Championship,PS,2000-01-01,Racing,Video System,0.06,0.04,0.0,0.01,0.11,xbox,other
10008,10010.0,Dead Man's Hand,XB,2004-01-01,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,playstation,other
10009,10011.0,Smash Cars,PS2,2003-01-01,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,playstation,Electronic Arts
10010,10012.0,NASCAR 07,PS2,2006-01-01,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10011,10013.0,Karaoke Revolution Presents American Idol Encore 2,PS3,2008-01-01,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11,xbox,other
10012,10014.0,Nickelodeon Dance,X360,2011-01-01,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,nintendo_handheld,Namco Bandai Games
10013,10015.0,Pac 'n Roll,DS,2005-01-01,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11,playstation,Activision
10014,10016.0,Cabela's North American Adventures,PS3,2010-01-01,Sports,Activision,0.11,0.0,0.0,0.01,0.11,nintendo_handheld,other
10015,10017.0,Mechanic Master,DS,2008-01-01,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10016,10018.0,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,playstation,Sega
10017,10019.0,Melty Blood: Act Cadenza,PS2,2006-01-01,Fighting,Sega,0.0,0.0,0.11,0.0,0.11,playstation,other
10018,10020.0,Dokapon Kingdom,PS2,2007-01-01,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,xbox,Sega
10019,10021.0,ToeJam & Earl III: Mission to Earth,XB,2002-01-01,Action,Sega,0.09,0.02,0.0,0.0,0.11,nintendo_handheld,other
10020,10022.0,Phantasy Star Collection,GBA,2002-01-01,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,sega,other
10021,10023.0,Doukoku Shoshite...,SAT,1998-01-01,Adventure,Data East,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,THQ
10022,10024.0,LEGO Knights' Kingdom,GBA,2004-01-01,Action,THQ,0.08,0.03,0.0,0.0,0.11,playstation,other
10023,10025.0,Final Fantasy III,PSP,2012-01-01,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,playstation,Electronic Arts
10024,10026.0,Family Game Night 4: The Game Show,PS3,2011-01-01,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,nintendo_handheld,Namco Bandai Games
10025,10027.0,Retro Game Challenge,DS,2007-01-01,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,other
10026,10028.0,NBA Jam 2002,GBA,2002-01-01,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,playstation,other
10027,10029.0,Every Extend Extra,PSP,2006-01-01,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11,playstation,Sega
10028,10030.0,Shining Force NEO,PS2,2005-01-01,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,xbox,Activision
10029,10031.0,Tony Hawk's Pro Skater 5,XOne,2015-01-01,Sports,Activision,0.08,0.02,0.0,0.01,0.11,nintendo_handheld,Electronic Arts
10030,10032.0,Brain Quest: Grades 5 & 6,DS,2008-01-01,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.11,playstation,Sony Computer Entertainment
10031,10033.0,SingStar Latino,PS3,2009-01-01,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11,nintendo_handheld,THQ
10032,10034.0,Girl Time,DS,2009-01-01,Simulation,THQ,0.11,0.0,0.0,0.01,0.11,xbox,other
10033,10035.0,Army Men: Sarge's War,XB,2004-01-01,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11,nintendo_handheld,other
10034,10036.0,Ultimate Mortal Kombat,DS,2007-01-01,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11,nintendo_handheld,Nintendo
10035,10037.0,Pocket Soccer League: Calciobit,3DS,2012-01-01,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11,playstation,other
10036,10038.0,Primal Rage,PS,1994-01-01,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11,nintendo_console,Electronic Arts
10037,10039.0,FIFA Street 2,GC,2006-01-01,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,xbox,other
10038,10040.0,DiRT Rally,XOne,2016-01-01,Racing,Codemasters,0.03,0.08,0.0,0.01,0.11,nintendo_handheld,Namco Bandai Games
10039,10041.0,Heart Catch PreCure! Oshare Collection,DS,2010-01-01,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,playstation,Konami Digital Entertainment
10040,10042.0,UEFA Euro 2016,PS3,2016-01-01,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11,playstation,other
10041,10043.0,Taito Legends,PS2,2005-01-01,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,nintendo_handheld,Ubisoft
10042,10044.0,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002-01-01,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11,playstation,other
10043,10045.0,BoomBots,PS,1999-01-01,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11,xbox,other
10044,10046.0,Monster Madness: Battle for Suburbia,X360,2007-01-01,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,playstation,other
10045,10047.0,Star Trek: Conquest,PS2,,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11,playstation,Electronic Arts
10046,10048.0,FIFA Soccer 06,PSP,2005-01-01,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,xbox,other
10047,10049.0,Life is Strange,XOne,2016-01-01,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,xbox,Electronic Arts
10048,10050.0,NFL Head Coach 09,X360,2008-01-01,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,playstation,other
10049,10051.0,World Championship Rugby,PS2,2004-01-01,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,xbox,other
10050,10052.0,Phantom Dust,XB,2004-01-01,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,playstation,other
10051,10053.0,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998-01-01,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11,playstation,other
10052,10054.0,Shin Sangoku Musou: Multi Raid 2,PSP,2010-01-01,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,nintendo_handheld,Namco Bandai Games
10053,10055.0,Taiko Drum Master: Tokumori!,WiiU,2014-01-01,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,playstation,other
10054,10056.0,Growlanser Generations,PS2,2003-01-01,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,nintendo_handheld,other
10055,10057.0,Mega Man Battle Chip Challenge,GBA,2003-01-01,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,nintendo_handheld,THQ
10056,10058.0,Desktop Tower Defense,DS,2009-01-01,Strategy,THQ,0.11,0.0,0.0,0.01,0.11,nintendo_handheld,Sega
10057,10059.0,Puyo Puyo Tetris,3DS,2014-01-01,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,,Konami Digital Entertainment
10058,10060.0,Pro Evolution Soccer 2014,PC,2013-01-01,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11,nintendo_console,other
10059,10061.0,"Sakura Wars: So Long, My Love",Wii,2010-01-01,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11,nintendo_handheld,Ubisoft
10060,10062.0,The Settlers,DS,2007-01-01,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,other
10061,10063.0,Grease,DS,2010-01-01,Misc,505 Games,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,Ubisoft
10062,10064.0,My SAT Coach with The Princeton Review,DS,2008-01-01,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,nintendo_console,other
10063,10065.0,Family Fun Football,Wii,2009-01-01,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10064,10066.0,Ring of Red,PS2,2000-01-01,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,playstation,other
10065,10067.0,Cold Winter,PS2,2005-01-01,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,playstation,Konami Digital Entertainment
10066,10068.0,International Track & Field 2000,PS,1999-01-01,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,nintendo_handheld,Sega
10067,10069.0,The Hardy Boys: Treasure on the Tracks,DS,2009-01-01,Adventure,Sega,0.11,0.0,0.0,0.01,0.11,playstation,other
10068,10070.0,PDC World Championship Darts: Pro Tour,PS3,2010-01-01,Sports,O-Games,0.0,0.09,0.0,0.03,0.11,xbox,THQ
10069,10071.0,Stubbs the Zombie in Rebel Without a Pulse,XB,2005-01-01,Action,THQ,0.08,0.02,0.0,0.0,0.11,xbox,other
10070,10072.0,Batman: Dark Tomorrow,XB,2003-01-01,Action,Kemco,0.08,0.02,0.0,0.0,0.11,nintendo_handheld,THQ
10071,10073.0,Ping Pals,DS,2004-01-01,Misc,THQ,0.1,0.0,0.0,0.01,0.11,nintendo_handheld,Nintendo
10072,10074.0,Fatal Frame: Maiden of Black Water,WiiU,2014-01-01,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,playstation,Electronic Arts
10073,10075.0,MySims SkyHeroes,PS3,2010-01-01,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,xbox,Activision
10074,10076.0,Blood Drive,X360,2010-01-01,Racing,Activision,0.09,0.01,0.0,0.01,0.11,nintendo_console,other
10075,10077.0,18 Wheeler: American Pro Trucker,GC,2002-01-01,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,nintendo_handheld,other
10076,10078.0,Jake Hunter Detective Story: Memories of the Past,DS,2007-01-01,Adventure,PQube,0.06,0.0,0.05,0.0,0.11,playstation,Sony Computer Entertainment
